Key|Name|Region|Altitude_m|Country|Lat|Lng|Type|Notes|City_Col_Index|Col_Index|Temp_Seasonality|Rain_Seasonality|AHT|AHT_Max|AHT_Min|AR_Total|Record_Temps
Longyearbyen|Longyearbyen|Europe|50|Norway|"78°13'0"" N"|"15°33'0"" E"|3|Tundra climate|386|SE|||-4.8|7|-13|271|-46.3
Los_Angeles|Los Angeles|North America|115|United States of America|"34°3'7.9"" N"|"118°14'34.8"" W"|1|Hot summer Mediterranean / cold semi-arid climate|387|SF|||24|29.1|19.8|379.22|45
Luanda|Luanda|Africa|6|Angola|"8°50'18.0"" S"|"13°14'3.8"" E"|2|Hot semi-arid / tropical savanna climate|388|SG|||26.9|30|23.3|325.1|
Ludhiana|Ludhiana|South Asia|243|India|"30°53'60.0"" N"|"75°50'60.0"" E"|2|Humid subtropical / continental Mediterranean climate|389|SH|||29.9|39.6|18.9|733|48.3
Luoyang|Luoyang|North-East Asia|122|China|"34°41'1.0"" N"|"112°27'14.4"" E"|2|Humid continental (hot summer, wet all year) climate|390|SI|||20.5|32.7|6.1|602.3|
Lusaka|Lusaka|Africa|1279|Zambia|"15°25'0.1"" S"|"28°16'59.9"" E"|2|Humid subtropical (dry winter, wet summer) climate|391|SJ|||27.5|31.7|23.8|882.1|
Luxor|Luxor|Africa|99|Egypt|"25°41'0"" N"|"32°39'0"" E"|2|Hot desert climate|392|SK|||33.4|41.4|23|1|48.5
Lvov|Lvov|Europe|296|Ukraine|"49°49'59.9"" N"|"24°0'0.0"" E"|2|Humid continental (mild summer, wet all year) climate|393|SL|||12.3|23.9|-0.1|748|-29.5
Lyon|Lyon|Europe|173|France|"45°45'0.0"" N"|"4°50'60.0"" E"|2|Oceanic / hot summer Mediterranean climate|394|SM|||16.9|27.7|6.4|831.9|-24.6
Maanshan|Maanshan|North-East Asia|20|China|"31°43'59.9"" N"|"118°28'58.8"" E"|2|Humid subtropical climate|395|SN|||20.8|33|7|1058.4|
Maceio|Maceio|South America|1|Brazil|"9°40'0.0"" S"|"35°43'0.1"" W"|2|Tropical monsoon climate|396|SO|||28.9|30.4|27|2070.7|
Macquarie_Island|Macquarie Island|South-East Asia|200|Australia|"54°37'0.12"" S"|"158°51'0"" E"|3|Tundra climate|397|SP|||6.6|8.8|4.9|967.8|
Madras|Madras|South Asia|7|India|"13°4'59.9"" N"|"80°16'59.9"" E"|2|Tropical savanna climate|398|SQ|||32.7|36.9|28.5|1391.5|45
Madrid|Madrid|Europe|638|Spain|"40°23'60.0"" N"|"3°40'60.0"" W"|1|Hot summer Mediterranean / hot semi-arid climate|399|SR|||20|32.1|9.8|423|
Madurai|Madurai|South Asia|135|India|"9°55'60.0"" N"|"78°7'0.1"" E"|2|Tropical savanna climate|400|SS|||34.2|37.7|29.7|838.1|44.5
Maha_Sarakham|Maha Sarakham|South-East Asia|149|Thailand|"16°10'59.9"" N"|"103°13'1.2"" E"|2|Tropical savanna climate|401|ST|||33.4|36.8|30.5|1201.9|
Maiduguri|Maiduguri|Africa|300|Nigeria|"11°50'42.0"" N"|"13°9'36.0"" E"|2|Hot semi-arid / tropical savanna climate|402|SU|||35.2|40.1|31.9|552.1|47
Maisuru|Maisuru|South Asia|770|India|"12°18'25.9"" N"|"76°38'58.9"" E"|2|Tropical savanna climate|403|SV|||29.9|34.3|27.5|804.2|
Makasar|Makasar|South-East Asia|3|Indonesia|"5°8'47.0"" S"|"119°26'20.4"" E"|2|Tropical monsoon climate|404|SW|||32.5|34.8|30.7|3137|
Makhachkala|Makhachkala|Russia|4|Russian Federation|"42°58'31.1"" N"|"47°30'7.9"" E"|2|Cold semi-arid climate|405|SX|||16|28.9|4.2|365|-26.9
Malaga|Malaga|Europe|291|Spain|"36°43'0.1"" N"|"4°25'0.0"" W"|2|Hot summer Mediterranean climate|406|SY|||23.3|30.8|16.8|535|
Malatia|Malatia|Central Asia|950|Turkey|"38°21'11.9"" N"|"38°18'42.8"" E"|2|Continental Mediterranean / cold semi-arid climate|407|SZ|||19.1|34.1|3.5|386.3|
Manado|Manado|South-East Asia|16|Indonesia|"1°29'33.0"" N"|"124°50'16.8"" E"|2|Tropical rainforest climate|408|TA|||30.6|31.8|29.4|2680|45
Managua|Managua|South America|306|Nicaragua|"12°9'2.9"" N"|"86°16'5.9"" W"|2|Tropical monsoon climate|409|TB|||31.8|34.3|30.3|1204|
Manaus|Manaus|South America|35|Brazil|"3°6'48.0"" S"|"60°1'31.1"" W"|2|Tropical monsoon climate|410|TC|||31.4|32.9|30.4|2307.3|
Mandalay|Mandalay|South-East Asia|80|Myanmar|"22°0'0.0"" N"|"96°4'59.9"" E"|2|Tropical monsoon climate|411|TD|||33|38.4|28.2|839|
Manila|Manila|South-East Asia|19|Philippines|"14°36'15.1"" N"|"120°58'55.2"" E"|2|Tropical savanna climate|412|TE|||31.1|33.4|29.5|2025.7|
Maputo|Maputo|Africa|47|Mozambique|"25°57'55.1"" S"|"32°35'21.1"" E"|2|Tropical savanna climate|413|TF|||27.2|29.9|24.4|813.6|46
Mar_Del_Plata|Mar Del Plata|South America|39|Argentina|"38°0'0.0"" S"|"57°32'60.0"" W"|2|Oceanic / humid subtropical climate|414|TG|||19.6|26.3|13.1|923.6|
Maracaibo|Maracaibo|South America|3|Venezuela|"10°37'54.1"" N"|"71°38'26.2"" W"|2|Hot semi-arid / tropical savanna climate|415|TH|||33.1|34.2|32.4|580.4|
Marrakech|Marrakech|Africa|451|Morocco|"31°37'59.9"" N"|"8°0'0.0"" W"|2|Hot semi-arid climate|416|TI|||26.7|37.2|18.4|281.3|
Marseille|Marseille|Europe|54|France|"43°17'60.0"" N"|"5°24'0.0"" E"|2|Hot summer Mediterranean / warm summer Mediterranean climate|417|TJ|||19.7|29.1|11.8|592.1|
Mashhad|Mashhad|Central Asia|985|Iran|"36°17'44.9"" N"|"59°36'42.8"" E"|2|Cold semi-arid climate|418|TK|||21.1|34.4|6.7|255.7|43.8
Matsuyama|Matsuyama|North-East Asia|28|Japan|"33°50'11.0"" N"|"132°45'10.8"" E"|2|Humid subtropical climate|419|TL|||20.2|31.6|9.2|1286.1|
Mecca|Mecca|Central Asia|307|Saudi Arabia|"21°25'36.1"" N"|"39°49'34.0"" E"|2|Hot desert climate|420|TM|||36.7|41.9|29.9|110.1|49.8
Medan|Medan|South-East Asia|52|Indonesia|"3°34'60.0"" N"|"98°40'0.1"" E"|2|Tropical monsoon climate|421|TN|||32.3|33.4|30.9|2263|
Medellín|Medellín|South America|1495|Colombia|"6°17'29.0"" N"|"75°32'10.0"" W"|2|Tropical rainforest climate|422|TO|||27.6|28.3|26.8|1672.9|
Medina|Medina|Central Asia|628|Saudi Arabia|"24°28'7.0"" N"|"39°36'51.1"" E"|2|Hot desert climate|423|TP|||34|42.2|23.6|49.1|47.5
Meerut|Meerut|South Asia|220|India|"28°58'59.9"" N"|"77°42'0.0"" E"|2|Humid subtropical / hot semi-arid climate|424|TQ|||31|39.1|21.9|844.8|46.1
Meknes|Meknes|Africa|548|Morocco|"33°53'60.0"" N"|"5°32'60.0"" W"|2|Hot summer Mediterranean climate|425|TR|||23|32.7|15.3|607.9|
Melbourne|Melbourne|South-East Asia|58|Australia|"37°49'0.1"" S"|"144°58'1.2"" E"|1|Oceanic / humid subtropical climate|426|TS|||19.9|25.9|13.5|648.3|46.4
Memphis|Memphis|North America|75|United States of America|"34°55'5.2"" N"|"90°8'12.8"" W"|2|Humid subtropical climate|427|TT|||22.4|33.1|9.9|1363.6|
Mersin|Mersin|Central Asia|6|Turkey|"36°43'58.1"" N"|"34°38'39.1"" E"|2|Hot summer Mediterranean climate|428|TU|||23.6|31.5|16.5|609.6|
Mesa,_Arizona|Mesa, Arizona|North America|386|United States of America|"33°25'19.9"" N"|"111°49'19.2"" W"|2|Hot desert climate|429|TV|||30.3|41.1|19.4|235.46|48.3
Mexicali|Mexicali|North America|2|Mexico|"32°39'6.8"" N"|"115°28'4.8"" W"|2|Hot desert climate|430|TW|||31.2|42.3|20.4|70.9|52
Mexico_City|Mexico City|North America|2250|Mexico|"19°23'60.0"" N"|"99°2'60.0"" W"|1|Subtropical highland climate|431|TX|||24|26.8|21.7|846.2|
Miami|Miami|North America|2|United States of America|"25°46'31"" N"|"80°12'32"" W"|1|Tropical monsoon climate|432|TY|||29|32.8|24.7|1572.27|
Milan|Milan|Europe|110|Italy|"45°28'0.1"" N"|"9°11'60.0"" E"|1|Humid subtropical / hot summer Mediterranean climate|433|TZ|||18.6|30.5|6.9|957.6|
Milwaukee|Milwaukee|North America|195|United States of America|"43°2'20.0"" N"|"87°54'23.0"" W"|2|Humid continental (hot summer, wet all year) climate|434|UA|||13|26.7|-1.7|882.9|
Minneapolis|Minneapolis|North America|264|United States of America|"44°59'0"" N"|"93°16'0"" W"|2|Humid continental (hot summer, wet all year) climate|435|UB|||12.9|28.6|-4.6|777.6|
Minsk|Minsk|Europe|215|Belarus|"53°53'60.0"" N"|"27°34'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|436|UC|||10.6|23.6|-2.1|690|-39.1
Mississauga|Mississauga|North America|171|Canada|"43°8'60.0"" N"|"79°30'0.0"" W"|2|Humid continental (mild summer, wet all year) climate|437|UD|||13|27.1|-1.5|786|50.3
Mogadishu|Mogadishu|Africa|58|Somalia|"2°4'0.0"" N"|"45°22'0.1"" E"|2|Hot semi-arid / hot desert climate|438|UE|||30.3|32|29|429.2|
Mombasa|Mombasa|Africa|1|Kenya|"4°2'60.0"" S"|"39°40'0.1"" E"|2|Tropical monsoon climate|439|UF|||30.2|32.6|27.7|1059|
Monrovia|Monrovia|Africa|30|Liberia|"6°18'38.0"" N"|"10°48'16.9"" W"|2|Tropical monsoon / tropical savanna climate|440|UG|||30.4|31.9|28.9|5140|
Montevideo|Montevideo|South America|78|Uruguay|"34°51'29.2"" S"|"56°10'14.9"" W"|2|Humid subtropical climate|441|UH|||21.4|28.4|15|1101.2|
Montreal|Montreal|North America|113|Canada|"45°30'0.0"" N"|"73°34'59.9"" W"|2|Humid continental (mild summer, wet all year) climate|442|UI|||11.5|26.3|-5.3|1000.6|46.8
Morelia|Morelia|North America|1950|Mexico|"19°41'60.0"" N"|"101°7'1.2"" W"|2|Tropical monsoon climate|443|UJ|||26.6|30.6|23.8|803.6|
Moscow|Moscow|Europe|151|Russian Federation|"55°45'7.9"" N"|"37°36'56.2"" E"|1|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|444|UK|||9.6|24.3|-4|707|-42.2
Mosul|Mosul|Central Asia|283|Iraq|"36°19'45.1"" N"|"43°5'10.0"" E"|2|Hot semi-arid climate|445|UL|||27.8|42.9|12.4|363.6|49.3
Mudanjiang|Mudanjiang|North-East Asia|246|China|"44°34'59.9"" N"|"129°35'60.0"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|446|UM|||10.7|27.9|-10.5|537|
Multan|Multan|South Asia|125|Pakistan|"30°11'44.2"" N"|"71°28'31.1"" E"|2|Hot desert climate|447|UN|||32.6|42.3|21|186.8|49
Munich|Munich|Europe|508|Germany|"48°8'60.0"" N"|"11°34'59.9"" E"|1|Oceanic / humid continental (mild summer, wet all year) climate|448|UO|||13|23.1|2.7|968|-31.6
Murmansk|Murmansk|Europe|96|Russian Federation|"68°58'0"" N"|"33°05'0"" E"|3|Subarctic (cool summer, wet all year) climate|449|UP|||3.8|17.3|-6.8|494|-39.4
Mwanza|Mwanza|Africa|1144|Tanzania|"2°31'0.0"" S"|"32°53'60.0"" E"|2|Tropical savanna climate|450|UQ|||28.8|29|28|1001|
Nagoya|Nagoya|North-East Asia|15|Japan|"35°10'0.1"" N"|"136°55'1.2"" E"|2|Humid subtropical climate|451|UR|||20.7|32.8|9|1535.4|
Nagpur|Nagpur|South Asia|305|India|"21°8'60.0"" N"|"79°5'60.0"" E"|2|Tropical monsoon climate|452|US|||33.5|42.4|28.1|1094|47.8
Nairobi|Nairobi|Africa|1680|Kenya|"1°16'60.0"" S"|"36°49'0.1"" E"|2|Subtropical highland climate|453|UT|||24.5|26.8|22|1061.5|
Nakhon_Phanom|Nakhon Phanom|South-East Asia|150|Thailand|"17°22'0.1"" N"|"104°43'1.2"" E"|2|Tropical savanna climate|454|UU|||31.8|35.1|28.8|2346.8|
Nakhon_Ratchasima|Nakhon Ratchasima|South-East Asia|181|Thailand|"14°58'0.1"" N"|"102°7'1.2"" E"|2|Tropical savanna climate|455|UV|||33|36.5|29.3|1071.5|
Nakhon_Sawan|Nakhon Sawan|South-East Asia|17|Thailand|"15°40'59.9"" N"|"100°7'1.2"" E"|2|Tropical savanna climate|456|UW|||34.2|38.1|31.4|1149.7|
Nakhon_Si_Thammarat|Nakhon Si Thammarat|South-East Asia|11|Thailand|"8°25'60.0"" N"|"99°58'0.1"" E"|2|Tropical rainforest climate|457|UX|||32.4|34|29.6|2496.5|
Namangan|Namangan|Central Asia|633|Uzbekistan|"40°59'43.1"" N"|"71°40'21.0"" E"|2|Cold semi-arid climate|458|UY|||19.1|33|4|213.1|
Nanchang|Nanchang|North-East Asia|19|China|"28°33'0.0"" N"|"115°55'58.8"" E"|2|Humid subtropical climate|459|UZ|||21.6|33.4|8.7|1624.2|
Nanjing|Nanjing|North-East Asia|12|China|"32°3'42.1"" N"|"118°46'40.8"" E"|2|Humid subtropical climate|460|VA|||20.2|31.9|7|1062.3|
Nanning|Nanning|North-East Asia|73|China|"22°49'0.1"" N"|"108°19'1.2"" E"|2|Humid subtropical climate|461|VB|||26.7|32.9|16.9|1309.8|
Nantong|Nantong|North-East Asia|8|China|"32°1'49.1"" N"|"120°52'30.0"" E"|2|Humid subtropical climate|462|VC|||19.5|30.9|6.8|1064.9|
Naples|Naples|Europe|94|Italy|"40°49'59.9"" N"|"14°15'0.0"" E"|2|Hot summer Mediterranean climate|463|VD|||20.5|29.5|12.5|1006.6|
Napoli|Napoli|Europe|94|Italy|"40°49'59.9"" N"|"14°15'0.0"" E"|2|Hot summer Mediterranean climate|464|VE|||20.5|29.5|12.5|1006.6|
Nashville|Nashville|North America|151|United States of America|"36°9'56.9"" N"|"86°47'3.8"" W"|2|Humid subtropical climate|465|VF|||21|31.8|8.3|1200.3|
Naucalpan|Naucalpan|North America|2300|Mexico|"19°28'45.8"" N"|"99°14'17.9"" W"|2|Subtropical highland climate|466|VG|||24.3|27|22|842|
Neijiang|Neijiang|North-East Asia|318|China|"29°35'1.0"" N"|"105°3'32.4"" E"|2|Humid subtropical climate|467|VH|||21.5|32|11|945|
New_Orleans|New Orleans|North America|-2|United States of America|"29°57'15.8"" N"|"90°4'30.0"" W"|2|Humid subtropical climate|468|VI|||25.7|32.9|16.7|1586.23|
New_Patna|New Patna|South Asia|50|India|"25°36'0.0"" N"|"85°7'0.1"" E"|2|Humid subtropical (dry winter, wet summer) climate|469|VJ|||31.4|38.4|23|1019.4|46.6
Newcastle,_New_South_Wales|Newcastle, New South Wales|South-East Asia|1|Australia|"32°55'0.1"" S"|"151°45'0.0"" E"|2|Humid subtropical / oceanic climate|470|VK|||21.8|25.6|16.7|1131.6|
Niamey|Niamey|Africa|227|Niger|"13°31'0.1"" N"|"2°7'0.0"" E"|2|Hot semi-arid climate|471|VL|||36.2|40.9|32.5|540.8|
Ningbo|Ningbo|North-East Asia|9|China|"29°52'30.0"" N"|"121°32'31.2"" E"|2|Humid subtropical climate|472|VM|||20.8|32.6|8.8|1443.1|
Nizhniy_Novgorod|Nizhniy Novgorod|Russia|135|Russian Federation|"56°19'59.9"" N"|"44°0'0.0"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|473|VN|||9|24.7|-5.9|657|-41.4
Nome,_Alaska|Nome, Alaska|North America|3|United States of America|"64°30'14"" N"|"165°23'58"" W"|3|Subarctic (cool summer, wet all year) climate|474|VO|||1.2|14.6|-10.5|426.9|
Nong_Khai|Nong Khai|South-East Asia|184|Thailand|"17°52'34.0"" N"|"102°44'38.4"" E"|2|Tropical savanna climate|475|VP|||32.3|36.2|28.9|1608.2|
Nouakchott|Nouakchott|Africa|7|Mauritania|"18°5'11.0"" N"|"15°58'31.1"" W"|2|Hot desert climate|476|VQ|||32.4|36.4|29.1|94|
Nouméa|Nouméa|South-East Asia|200|France|"22°16'33"" S"|"166°27'29"" E"|3|Tropical monsoon climate|477|VR|||26|29|22.6|1071.5|
Novaya_Zemlya|Novaya Zemlya|Russia|500|Russian Federation|"74°0'0"" N"|"56°0'0"" E"|3|Tundra climate|478|VS|||-2.1|9.9|-11.7|419.3|-39
Novosibirsk|Novosibirsk|Russia|151|Russian Federation|"55°2'28.0"" N"|"82°56'3.8"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|479|VT|||7.1|25.4|-12.1|448|-46.3
Nuremberg|Nuremberg|Europe|309|Germany|"49°26'52.1"" N"|"11°4'5.9"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|480|VU|||13.8|24.6|2.5|636.9|-30.2
Nuuk|Nuuk|North America|5|Denmark|"64°10'30"" N"|"51°44'20"" W"|3|Tundra climate|481|VV|||1.4|9.9|-5.1|774|-29
Odesa|Odesa|Europe|41|Ukraine|"46°28'0.1"" N"|"30°43'59.9"" E"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|482|VW|||14.1|27|2.2|453|-28
Okayama|Okayama|North-East Asia|40|Japan|"34°38'60.0"" N"|"133°55'1.2"" E"|2|Humid subtropical climate|483|VX|||20.6|32.7|9|1106.2|
Oklahoma_City|Oklahoma City|North America|364|United States of America|"35°28'3.0"" N"|"97°30'58.0"" W"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|484|VY|||22.3|34.4|9.8|927.5|45
Omdurman|Omdurman|Africa|389|Sudan|"15°38'10.0"" N"|"32°26'13.9"" E"|2|Hot desert climate|485|VZ|||37.1|41.9|30.8|156.8|53.3
Omsk|Omsk|Russia|98|Russian Federation|"55°0'0.0"" N"|"73°24'0.0"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|486|WA|||7.1|25.3|-12|415|-45.5
Orenburg|Orenburg|Russia|107|Russian Federation|"51°47'4.9"" N"|"55°5'55.0"" E"|2|Humid continental (hot summer, wet all year) / subarctic (cool summer, wet all year) climate|487|WB|||10.8|29|-8|364|-43.2
Orumiyeh|Orumiyeh|Central Asia|1330|Iran|"37°33'18.0"" N"|"45°6'10.1"" E"|2|Cold semi-arid climate|488|WC|||17.6|31.2|2.6|341.2|-22.8
Osaka|Osaka|North-East Asia|5|Japan|"34°40'0.1"" N"|"135°30'0.0"" E"|2|Humid subtropical climate|489|WD|||21.1|33.4|9.5|1279.1|
Osasco|Osasco|South America|667|Brazil|"23°34'0.1"" S"|"46°46'59.9"" W"|2|Tropical monsoon climate|490|WE|||24.9|28|21.7|146|
Ottawa|Ottawa|North America|71|Canada|"45°25'0.1"" N"|"75°42'0.0"" W"|2|Humid continental (mild summer, wet all year) climate|491|WF|||11.3|26.5|-5.8|943.6|47
Ouagadougou|Ouagadougou|Africa|306|Burkina Faso|"12°22'13.1"" N"|"1°31'29.0"" W"|2|Hot semi-arid climate|492|WG|||34.8|39.1|30.9|788|48
Ouarzazate|Ouarzazate|Africa|1151|Morocco|"30°55'18.1"" N"|"6°55'3.0"" W"|2|Hot desert climate|493|WH|||26.5|37.8|16.6|112.2|
Oymyakon|Oymyakon|Russia|750|Russian Federation|"63°27'39"" N"|"142°47'09"" E"|3|Subarctic Extreme (cold winter, dry winter) climate|494|WI|||-8.8|22.7|-42.5|212|-67.7
Padang|Padang|South-East Asia|31|Indonesia|"0°57'0.0"" S"|"100°20'60.0"" E"|2|Tropical monsoon climate|495|WJ|||31.6|32.2|30.6|4172|
Palembang|Palembang|South-East Asia|3|Indonesia|"2°55'0.0"" S"|"104°45'0.0"" E"|2|Tropical monsoon climate|496|WK|||30.7|31|29|2420|
Palermo|Palermo|Europe|8|Italy|"38°7'0.1"" N"|"13°22'0.1"" E"|2|Hot summer Mediterranean climate|497|WL|||22.1|30.2|15.3|761.1|
Panzhihua|Panzhihua|North-East Asia|1980|China|"26°33'0.0"" N"|"101°43'58.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|498|WM|||27.6|32.3|21|849.5|
Papeete|Papeete|South-East Asia|60|France|"17°32'06"" S"|"149°34'11"" W"|3|Tropical monsoon climate|499|WN|||29.5|30.8|28.2|1761.2|
Paris|Paris|Europe|34|France|"48°52'0.1"" N"|"2°19'60.0"" E"|1|Oceanic climate|500|WO|||16|25.2|7.2|649.6|-23.9
Patna|Patna|South Asia|50|India|"25°36'0.0"" N"|"85°7'0.1"" E"|2|Humid subtropical (dry winter, wet summer) climate|501|WP|||31.4|38.4|23|1019.4|46.6
Penza|Penza|Russia|187|Russian Federation|"53°11'44.9"" N"|"45°0'0.0"" E"|2|Humid continental (mild summer, wet all year) climate|502|WQ|||10.3|26.6|-5.5|542|-40.5
Perm|Perm|Russia|149|Russian Federation|"58°0'0.0"" N"|"56°15'0.0"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|503|WR|||7.1|24.2|-9.3|657|-47.1
Perth|Perth|South-East Asia|34|Australia|"31°55'59.9"" S"|"115°49'58.8"" E"|2|Hot summer Mediterranean climate|504|WS|||24.6|31.4|18.4|848.3|46.2
Peshawar|Peshawar|South Asia|315|Pakistan|"34°0'29.9"" N"|"71°34'22.1"" E"|2|Hot semi-arid climate|505|WT|||29.4|40.4|18.3|403.9|48
Petaling_Jaya|Petaling Jaya|South-East Asia|63|Malaysia|"3°4'60.0"" N"|"101°39'0.0"" E"|2|Tropical savanna climate|506|WU|||32.8|33.5|31.9|2723.8|
Petropavlovsk-Kamchatsky|Petropavlovsk-Kamchatsky|Russia|40|Russian Federation|"53°01'0"" N"|"158°39'0"" E"|3|Subarctic (cool summer, wet all year) climate|507|WV|||4.9|15.9|-5.1|1166|-31.7
Phetchabun|Phetchabun|South-East Asia|112|Thailand|"16°21'0.0"" N"|"101°9'0.0"" E"|2|Tropical savanna climate|508|WW|||33.2|37.2|31|1122|
Philadelphia|Philadelphia|North America|12|United States of America|"39°57'7.9"" N"|"75°9'51.1"" W"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|509|WX|||18.1|30.6|4.6|1054.8|
Phitsanulok|Phitsanulok|South-East Asia|321|Thailand|"16°49'59.9"" N"|"100°15'0.0"" E"|2|Tropical savanna climate|510|WY|||33.4|37.2|30.7|1317|
Phnom_Penh|Phnom Penh|Africa|18|Cambodia|"11°33'0.0"" N"|"104°55'1.2"" E"|2|Tropical monsoon climate|511|WZ|||32.5|34.9|29.9|1635.6|
Phoenix,_Arizona|Phoenix, Arizona|North America|340|United States of America|"33°26'53.9"" N"|"112°4'22.8"" W"|2|Hot desert climate|512|XA|||30.3|41.2|18.9|203.96|50
Pietermaritzburg|Pietermaritzburg|Africa|596|South Africa|"29°37'0.1"" S"|"30°22'59.9"" E"|2|Humid subtropical / subtropical highland climate|513|XB|||25.6|28|22|832|
Port_Elizabeth|Port Elizabeth|Africa|67|South Africa|"33°58'0.1"" S"|"25°34'59.9"" E"|2|Humid continental (hot summer, wet all year) / oceanic climate|514|XC|||22.3|25.4|19.6|624|
Port_Harcourt|Port Harcourt|Africa|463|Nigeria|"4°47'21.0"" N"|"6°59'55.0"" E"|2|Tropical monsoon climate|515|XD|||31|33|29|2294|
Port_Moresby|Port Moresby|South-East Asia|35|Papua New Guinea|"9°30'49.1"" S"|"147°13'7.7"" E"|2|Tropical monsoon climate|516|XE|||30.2|32|28|1012|
Port-au-prince|Port-au-prince|North America|124|Haiti|"18°32'21.1"" N"|"72°20'6.0"" W"|2|Tropical monsoon climate|517|XF|||32.8|35|31|1353|
Port-aux-Français|Port-aux-Français|Europe|50|France|"49°21'0"" S"|"70°13'0"" E"|3|Tundra climate|518|XG|||7.9|11.5|4.8|707.9|
Portland,_Oregon|Portland, Oregon|North America|61|United States of America|"45°31'25.0"" N"|"122°40'30.0"" W"|2|Warm summer Mediterranean / oceanic climate|519|XH|||17.3|27.3|7.6|915.1|
Porto_Alegre|Porto Alegre|South America|34|Brazil|"30°1'59.9"" S"|"51°12'0.0"" W"|2|Humid subtropical climate|520|XI|||24.8|30.2|19.4|1320.4|
Poznan|Poznan|Europe|50|Poland|"52°25'0.1"" N"|"16°58'0.1"" E"|2|Humid continental (hot summer, dry winter) climate|521|XJ|||13.4|24.6|2.3|492|-28.5
Prachuap_Khiri_Khan|Prachuap Khiri Khan|South-East Asia|34|Thailand|"11°45'0.0"" N"|"99°43'59.9"" E"|2|Tropical savanna climate|522|XK|||32.1|34|30.4|1091.8|
Praha|Praha|Europe|254|Czech Republic|"50°4'59.9"" N"|"14°28'0.1"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|523|XL|||12.5|23.3|0.4|525.8|-27.6
Pretoria|Pretoria|Africa|1311|South Africa|"25°42'24.8"" S"|"28°13'45.8"" E"|2|Humid subtropical / subtropical highland climate|524|XM|||24.9|29|19|732|
Prishtina|Prishtina|Europe|571|Serbia|"42°38'21.8"" N"|"21°5'46.0"" E"|2|Oceanic climate|525|XN|||15.5|26.7|2.4|597.9|-27.2
Pune|Pune|South Asia|570|India|"18°31'59.9"" N"|"73°52'0.1"" E"|2|Hot semi-arid climate|526|XO|||32|38.1|27.5|721.6|43.3
Punta_Arenas|Punta Arenas|South America|34|Chile|"53°10'0"" S"|"70°56'0"" W"|3|Subpolar oceanic climate|527|XP|||9.5|14.3|3.7|395.3|
Pyongyang|Pyongyang|North-East Asia|13|South Korea|"39°1'9.8"" N"|"125°45'18.0"" E"|2|Humid continental (hot summer, dry winter) climate|528|XQ|||15.8|29.2|-1.2|962.2|-26.5
Qingdao|Qingdao|North-East Asia|31|China|"36°5'55.0"" N"|"120°22'19.2"" E"|2|Humid continental (hot summer, dry winter) climate|529|XR|||16.2|28.4|2.8|662.1|
Qinhuangdao|Qinhuangdao|North-East Asia|3|China|"39°55'54.1"" N"|"119°35'16.8"" E"|2|Humid continental (hot summer, dry winter) climate|530|XS|||15.7|28.5|0.1|634.2|-20.8
Qiqihar|Qiqihar|North-East Asia|140|China|"47°20'26.9"" N"|"123°58'1.2"" E"|2|Humid continental (hot summer, dry winter) / subarctic (cool summer, wet all year) climate|531|XT|||9.9|28|-12.4|415.2|
Qom|Qom|Central Asia|925|Iran|"34°38'43.1"" N"|"50°52'50.9"" E"|2|Hot desert climate|532|XU|||26|40.3|10.2|148.2|47
Quebec_City|Quebec City|North America|71|Canada|"46°47'60.0"" N"|"71°15'0.0"" W"|2|Humid continental (mild summer, wet all year) climate|533|XV|||9.2|25|-7.9|1189.8|49.3
Quetta|Quetta|South Asia|1680|Pakistan|"30°11'60.0"" N"|"67°0'0.0"" E"|2|Cold semi-arid climate|534|XW|||24.4|35.9|10.8|260.9|
Quito|Quito|South America|2850|Ecuador|"0°13'0.0"" S"|"78°30'0.0"" W"|2|Subtropical highland / oceanic climate|535|XX|||19.6|20.3|19.1|975.2|
Rabat|Rabat|Africa|54|Morocco|"34°1'31.1"" N"|"6°50'10.0"" W"|2|Hot summer Mediterranean / oceanic climate|536|XY|||21.9|27.1|17.2|554.9|
Raipur|Raipur|South Asia|298|India|"21°13'59.9"" N"|"81°37'59.9"" E"|2|Tropical monsoon climate|537|XZ|||32.1|42|26|1332|
Rajkot|Rajkot|South Asia|134|India|"22°18'0.0"" N"|"70°46'59.9"" E"|2|Hot semi-arid climate|538|YA|||33.9|40.2|28.2|576.7|47.9
Rajshahi|Rajshahi|South Asia|28|Bangladesh|"24°22'0.1"" N"|"88°35'60.0"" E"|2|Tropical monsoon climate|539|YB|||31.2|35.9|25.4|1419|45.1
